scorer,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000
bodyparts,nose,nose,nose,Leftear,Leftear,Leftear,rightear,rightear,rightear,neck,neck,neck,middleback,middleback,middleback,tailbase,tailbase,tailbase,tailmiddle,tailmiddle,tailmiddle,tailtip,tailtip,tailtip,o1,o1,o1,o2,o2,o2,o3,o3,o3,o4,o4,o4
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,672.063232421875,400.2007751464844,0.9677310585975647,625.8672485351562,386.4373474121094,0.9972483515739441,628.3269653320312,428.0835266113281,0.9759328365325928,592.4490966796875,409.9326171875,0.9631967544555664,499.0201416015625,442.0796203613281,0.7791350483894348,392.75634765625,478.8528747558594,0.9801727533340454,278.07244873046875,506.4205627441406,0.8871273994445801,157.3536834716797,519.9412841796875,0.8948902487754822,1139.0267333984375,653.52880859375,0.9774327278137207,1281.1348876953125,508.87359619140625,0.9851922988891602,1424.0360107421875,650.7083129882812,0.9607140421867371,1288.3302001953125,798.5707397460938,0.9677602052688599
1,680.19873046875,392.2533874511719,0.9740123748779297,630.7821044921875,382.67718505859375,0.9927256107330322,635.884521484375,425.34759521484375,0.9335645437240601,599.9190063476562,408.754150390625,0.9468772411346436,502.8632507324219,438.0779113769531,0.6669704914093018,396.76922607421875,468.55218505859375,0.9872990250587463,278.1513366699219,492.04827880859375,0.8788560628890991,145.11376953125,497.47357177734375,0.9384822845458984,1139.174560546875,652.9408569335938,0.9801597595214844,1281.2760009765625,508.8134460449219,0.9852310419082642,1424.008056640625,651.9468994140625,0.9610514640808105,1288.4332275390625,798.514892578125,0.964856743812561
2,696.87353515625,380.7601013183594,0.9432981610298157,646.0177612304688,374.03009033203125,0.9964507818222046,654.8416137695312,416.5292663574219,0.9686111211776733,618.3358764648438,403.14398193359375,0.9679358005523682,538.9716186523438,424.11724853515625,0.6725753545761108,413.8390808105469,461.1018981933594,0.9274975061416626,294.4224548339844,482.56610107421875,0.8166133165359497,159.58612060546875,481.8124084472656,0.9567506909370422,1139.4208984375,653.1231079101562,0.980130672454834,1281.238037109375,508.904052734375,0.9858852624893188,1424.0643310546875,651.50146484375,0.9627701044082642,1288.5203857421875,798.6253662109375,0.9661663770675659
3,710.4705200195312,371.78839111328125,0.9830495119094849,662.1028442382812,366.0550231933594,0.9849053621292114,670.8064575195312,407.470703125,0.9267184734344482,634.1773071289062,393.8966979980469,0.9667061567306519,556.9998779296875,417.1067199707031,0.8382963538169861,434.1319274902344,461.3791809082031,0.8364814519882202,330.9960021972656,478.0255432128906,0.7361862063407898,181.26600646972656,463.1364440917969,0.9528589248657227,1139.0174560546875,653.0596923828125,0.9802729487419128,1281.099365234375,508.9837951660156,0.9856563210487366,1424.1590576171875,651.4749145507812,0.9629551768302917,1288.5194091796875,798.5782470703125,0.9635052680969238
4,725.7073364257812,370.5509948730469,0.9871858358383179,678.5738525390625,362.0157775878906,0.9824998378753662,686.5403442382812,403.154296875,0.974423348903656,650.6483764648438,390.0116271972656,0.9706549644470215,571.7171020507812,412.5073547363281,0.7774519920349121,454.3969421386719,462.0973205566406,0.911091685295105,339.5111083984375,486.06591796875,0.8406890630722046,202.92713928222656,462.636962890625,0.9461693167686462,1138.9195556640625,653.1820678710938,0.9784823656082153,1281.3292236328125,509.0191650390625,0.985287070274353,1424.2691650390625,651.3106079101562,0.9645572900772095,1288.4949951171875,798.6238403320312,0.9672814011573792
5,747.2833862304688,367.8120422363281,0.9457273483276367,698.7857666015625,358.4847717285156,0.9894124269485474,705.1124267578125,399.7983093261719,0.969199538230896,667.8408813476562,386.4292907714844,0.9728283286094666,588.4593505859375,410.6260986328125,0.6827449202537537,472.5447998046875,462.43267822265625,0.9280310869216919,359.2198486328125,492.0023498535156,0.6277090311050415,232.78567504882812,453.1268310546875,0.9556150436401367,1138.96484375,653.4354248046875,0.9785503149032593,1281.3262939453125,509.0103759765625,0.9849505424499512,1424.255859375,651.1686401367188,0.9662930965423584,1288.6324462890625,798.9385375976562,0.9665573239326477
6,762.0967407226562,364.9989929199219,0.9195742607116699,712.4014282226562,356.9499206542969,0.994483470916748,721.1607055664062,398.9173889160156,0.9559160470962524,685.1159057617188,384.5130615234375,0.9679838418960571,602.5896606445312,409.6797180175781,0.7826305627822876,488.8432922363281,459.73126220703125,0.946531355381012,385.55926513671875,491.5888671875,0.7403583526611328,255.5540008544922,451.4144287109375,0.9329607486724854,1138.8218994140625,653.6386108398438,0.9760743379592896,1281.239990234375,508.8770446777344,0.984574556350708,1424.17333984375,651.8124389648438,0.965351939201355,1288.3875732421875,798.97900390625,0.9702586531639099
7,778.4839477539062,363.1879577636719,0.9217281341552734,727.3577880859375,357.5544128417969,0.9922391176223755,737.3011474609375,398.8668212890625,0.9590880870819092,701.021484375,385.5838317871094,0.9597707986831665,608.3255004882812,409.623291015625,0.8509249687194824,504.74871826171875,451.6197204589844,0.9803481101989746,392.34222412109375,490.35015869140625,0.6829914450645447,274.7737731933594,455.1348571777344,0.9460082054138184,1138.759765625,653.474609375,0.9748651385307312,1281.12939453125,508.83953857421875,0.9840815663337708,1424.276611328125,651.6181030273438,0.9636375904083252,1288.3466796875,798.8375244140625,0.9687283039093018
