scorer,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000,DLC_resnet50_OPEN_FIELD_TEST_TRIAL1May23shuffle1_50000
bodyparts,neck,neck
coords,speed,likelihood
0,13.381058779630981,0.9631967544555664
1,13.381058779630957,0.9468772411346436
2,18.670665922887714,0.9679358005523682
3,17.43958426375728,0.9667061567306519
4,17.240928048314352,0.9706549644470215
5,17.451681869524354,0.9728283286094666
6,16.595686323201853,0.9679838418960571
7,16.44512798419316,0.9597707986831665
8,19.872614734816842,0.9735076427459717
9,23.025185143594996,0.9735141396522522
10,22.10632349706942,0.9603016376495361
11,22.049629281728905,0.9835054278373718
12,26.94165964648755,0.9799197316169739
13,34.02318881061464,0.9753305912017822
14,32.088905143306874,0.9606225490570068
15,27.187740273024563,0.9789482355117798
16,31.128904298925807,0.984373152256012
17,32.25695488761641,0.9841271638870239
18,31.84853716850237,0.9609088897705078
19,34.52361815030719,0.9689885377883911
20,35.07916282181091,0.9695469737052917
21,30.668014846353575,0.9885488748550415
22,25.520664088128907,0.9702399969100952
23,22.673705275048,0.9574341773986816
24,23.93811238842241,0.9855040311813354
25,24.07102502959119,0.9736465215682983
26,21.59668986893585,0.9622751474380493
27,22.0984759632676,0.9589107036590576
28,20.903977218403938,0.9397140741348267
29,9.670430095751286,0.767566978931427
30,0.36499388606815086,0.8085490465164185
31,4.98805934140573,0.7964869737625122
32,5.186188635563173,0.7697779536247253
33,1.4197021122296403,0.8860892057418823
34,0.7112400020835864,0.9055736064910889
35,1.2977352151178196,0.9099856615066528
36,4.817851197923714,0.9187796711921692
37,7.148082829510726,0.9003360867500305
38,7.404815912544395,0.8554078340530396
39,5.099447734891514,0.8621466159820557
40,0.17731581189005102,0.788848340511322
41,1.1751195410568052,0.8028544783592224
42,2.5179943354476313,0.8323031067848206
43,1.0966539830008821,0.8098918199539185
44,2.005327812735066,0.7907422780990601
45,0.5726496478815275,0.8021953105926514
46,0.39365939907863445,0.7975051999092102
47,1.4019443520490114,0.8299239277839661
48,0.7639556758956534,0.8508509993553162
49,0.8414464561965016,0.8506615161895752
50,1.75968103815462,0.8363343477249146
51,0.5173150491602403,0.7933275699615479
52,1.3441879202058322,0.8019357919692993
53,0.6116089648049647,0.8401259183883667
54,1.6689210145542395,0.7988756895065308
55,1.412875468906085,0.8375020027160645
56,1.5134243485889602,0.7950456142425537
57,0.7102425240171757,0.7694680690765381
58,0.3222299975150447,0.734769880771637
59,0.2472106851465782,0.734938383102417
60,2.160950904342657,0.7080696225166321
61,2.427164884845999,0.702178955078125
62,4.352875546559547,0.6154358983039856
63,6.882006879248257,0.6144806146621704
64,8.059080713396762,0.5865864157676697
65,1.5511961173779663,0.64549320936203
66,2.685839860409705,0.6873781681060791
67,3.778508346348313,0.815200686454773
68,1.6948259071180933,0.8659794330596924
69,0.725124527051207,0.881851077079773
70,1.27804145365054,0.8107046484947205
71,0.42823231685097524,0.7867341041564941
72,0.3277373990657274,0.7070096731185913
73,0.23072455644128742,0.6532453298568726
74,1.0790205049062167,0.6934171319007874
75,0.7988881552602249,0.7648842334747314
76,1.2166245295020763,0.7881745100021362
77,1.8987714776369187,0.8389710187911987
78,1.1229433248298988,0.7738693952560425
79,0.03252171689498202,0.7796396017074585
80,0.24417327328778338,0.731182336807251
81,0.2697825521493498,0.6833491325378418
82,0.7630667984541335,0.7606313228607178
83,0.3740910912125771,0.8032252788543701
84,0.796464987533398,0.8428415060043335
85,1.1117690109350602,0.8036012649536133
86,0.06953085781371904,0.7599873542785645
87,0.1601843954569193,0.7816222906112671
88,0.31266053516869624,0.7336856722831726
89,0.2893975996127688,0.6951889991760254
90,0.6917013480471076,0.6659543514251709
91,1.7263101386854887,0.6484440565109253
92,1.8112372868991853,0.7155985236167908
93,0.5100036465965394,0.7458394765853882
94,0.3261505679634649,0.6902341246604919
95,0.9980601611484585,0.7211015224456787
96,0.9699831611808486,0.7341599464416504
97,0.2703290380431234,0.7537199258804321
98,1.366091143613241,0.7075313329696655
99,2.3538883013587424,0.7321805953979492
100,2.087418937394072,0.8228153586387634
101,3.9386269661336626,0.9306460618972778
102,3.270468866817503,0.9327069520950317
103,0.7933407168598864,0.9319840669631958
104,2.3118562733218098,0.9443840980529785
105,3.4557793939912003,0.9554420709609985
106,1.6207960869499185,0.9465245008468628
107,1.721496631329528,0.9319239854812622
108,1.6368443946136861,0.927570104598999
109,0.9099563249357472,0.9273443222045898
110,0.8748970046957548,0.9332567453384399
111,1.3039461960318086,0.9361683130264282
112,1.3249722903122227,0.9388692378997803
113,1.2561077508030505,0.9692035913467407
114,2.282601651735932,0.96158367395401
115,2.5299933885229144,0.9436230659484863
116,1.448026210464058,0.9088936448097229
117,1.4355419042883792,0.8838138580322266
118,1.5721813150422843,0.855689525604248
119,0.9613700645192447,0.8417339324951172
120,0.052668214285618374,0.8619887828826904
121,2.274429695703024,0.8708428144454956
122,0.6595221189879032,0.8727976083755493
123,0.22866914148982836,0.8622710704803467
124,0.6639218800333009,0.8729261159896851
125,0.7130331643210638,0.8995132446289062
126,2.239993016711559,0.9074838161468506
127,1.753367294741395,0.8761550188064575
128,0.6975405257001704,0.8790132999420166
129,0.4284757480067069,0.8578773140907288
130,0.5390558562007187,0.8613165616989136
131,0.6766988582722088,0.8761500120162964
132,1.9257840994747326,0.874606728553772
133,4.3411226957074085,0.8464289903640747
134,3.159800570173638,0.8907651901245117
135,4.251601755995315,0.9171943664550781
136,4.759014462088859,0.9443030953407288
137,4.609768169109996,0.9837731122970581
138,7.724113288133696,0.9642195701599121
139,6.085103318770682,0.9451253414154053
140,3.3313881179973825,0.9786559343338013
141,2.901896826476489,0.9791390895843506
142,1.6295215996827122,0.9789735078811646
143,1.737343525640033,0.9761046171188354
144,1.9338925304189565,0.9711679220199585
145,0.3533653076689215,0.9678405523300171
146,0.7433949801329136,0.9696865677833557
147,0.5569764264190831,0.972380518913269
148,0.17083818736000758,0.9714627265930176
149,0.29864965084814427,0.9753340482711792
150,0.23807350271738195,0.9771984219551086
151,0.9503058736027151,0.9790239334106445
152,0.9552603121965079,0.9822962284088135
153,0.5236411801515712,0.9843449592590332
154,0.27824248848766436,0.9833711981773376
155,0.5649881508429092,0.9851078987121582
156,0.6249001311441437,0.985605776309967
157,0.42358873348153975,0.9826049208641052
158,0.42659552170366377,0.981722354888916
159,0.3859278280478447,0.9797587394714355
160,0.5311397833039341,0.9802653789520264
161,0.17031464181652103,0.9783592224121094
162,0.4531959321967776,0.9798537492752075
163,0.34256001733722224,0.9803992509841919
164,0.40791834047209363,0.9780292510986328
165,0.46208696199146715,0.978081464767456
166,0.18487159168242842,0.9799666404724121
167,0.04642369653614429,0.9809392094612122
168,0.13650584759044238,0.9786525964736938
169,0.39691637286529396,0.9798951148986816
170,0.2305201315581904,0.9799917936325073
171,0.40316170611502355,0.9789303541183472
172,0.8432051082443666,0.9774658679962158
173,1.330016700601339,0.975078821182251
174,1.3900504004212828,0.968283474445343
175,0.721453046667108,0.9640375971794128
176,0.5108928312379899,0.952598512172699
177,1.145455836578759,0.9635590314865112
178,1.7663600640188555,0.9743672609329224
179,0.28895666184017615,0.9760901927947998
180,0.8689172791299897,0.9736922979354858
181,2.346551452751297,0.9817067384719849
182,1.461753640199398,0.9718809127807617
183,2.359323898184,0.9559233784675598
184,2.9490790536144456,0.8787685632705688
185,1.931232422761029,0.8470795750617981
